Allel	Frequenz		
5	0.000918598
6	0.232547
7	0.164288
7.3	7.06614E-05
8	0.110585
8.3	0.000565291
9	0.173898
9.3	0.305399
10	0.0116591
10.3	7.06614E-05
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
