Allel	Frequenz		
10	0.000565291
10.2	7.06614E-05
11	0.00431034
12	0.0855709
12.1	0.000565291
12.2	0.00105992
13	0.235726
13.2	0.0164641
14	0.348643
14.2	0.022753
15	0.161461
15.2	0.040701
16	0.0505936
16.2	0.0214811
17	0.00388638
17.2	0.00367439
18	0.000282646
18.2	0.00197852
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
