Allel	Frequenz		
14	0.000282606
15	0.0409072
16	0.0286845
16.3	0.000141303
17	0.105059
17.3	0.0194291
18	0.18546
18.3	0.0194998
19	0.112901
19.3	0.0106684
20	0.118765
20.2	7.06514E-05
20.3	0.00169563
21	0.113537
21.3	0.000423908
22	0.106966
22.1	7.06514E-05
22.3	0.000211954
23	0.0867599
24	0.0314399
25	0.0133531
26	0.00282606
27	0.000706514
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
