Allel	Frequenz		
11	7.07214E-05
12	0.000212164
13	0.00219236
14	0.104173
15	0.100707
16	0.207426
17	0.275601
18	0.214569
19	0.0796322
20	0.014215
21	0.00120226
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
