Allel	Frequenz		
8	0.0130724
9	0.0122244
10	0.0760317
11	0.0833098
12	0.136376
13	0.32476
14	0.216648
15	0.107971
16	0.0258621
17	0.0031091
18	0.000635953
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
