Allel	Frequenz		
8	0.0164641
9	0.112069
10	0.0578717
11	0.300523
12	0.303915
12.1	7.06614E-05
12.2	7.06614E-05
13	0.179268
14	0.0281939
15	0.00141323
16	7.06614E-05
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
