Allel	Frequenz		
5	0.0838898
6	0.000417362
7	0.154424
8	0.0116861
9	0.0104341
10	0.0838898
11	0.128548
12	0.204508
13	0.107679
14	0.0434057
15	0.0505008
16	0.0417362
17	0.0392321
18	0.0179466
19	0.0108514
20	0.0066778
21	0.00208681
22	0.00208681
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
