Allel	Frequenz
14	0.000212074
15	0.000565531
16	0.0443235
17	0.226071
18	0.0815071
19	0.108794
20	0.142514
21	0.0308214
22	0.0282059
23	0.10632
24	0.104411
25	0.103421
26	0.0200057
27	0.00219143
28	0.000212074
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
