Allel	Frequenz		
15.1 	 0.000 	
16.1 	 0.086 	
17.1 	 0.013 	
18.1 	 0.006 	
19.1 	 0.248 	
20.1 	 0.051 	
21 	 0.000 	
21.1 	 0.003 	
22 	 0.000 	
22.1 	 0.003 	
23 	 0.003 	
24 	 0.010 	
25 	 0.115 	
26 	 0.121 	
26.1 	 0.003 	
27 	 0.022 	
28 	 0.010 	
29 	 0.038 	
30 	 0.025 	
31 	 0.035 	
32 	 0.013 	
33 	 0.064 	
34 	 0.083 	
35 	 0.035 	
36 	 0.010 	
37 	 0.003 	
38 	 0.000 	
39 	 0.000
