Allel	Frequenz		
9	0.000141323
10	0.000141323
11	0.00268513
12	0.0293245
13	0.274166
14	0.312606
15	0.206049
16	0.13779
17	0.0340588
18	0.00261447
19	0.000353307
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
