Allel	Frequenz		
7	0.000263435
8	0.127503
9	0.0808746
10	0.0613804
10.1	0.00052687
11	0.321918
12	0.275553
13	0.0951001
14	0.0360906
15	0.000790306
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
