Allel	Frequenz		
10	0.000282646
11	0.134539
12	0.0127897
13	0.00480497
14	0.049251
15	0.362352
16	0.337267
17	0.0889627
18	0.00791408
19	0.00155455
20	0.000282646
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
